species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Sapu-sapu leopard,blackspotted squeaker,Synodontis nigromaculatus,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis nigromaculatus ; Synodontis nigromaculatus fish ; ikan Sapu-sapu leopard ; blackspotted squeaker fish,100
Sapu-sapu long--nosed,long--nosed synodontis,Synodontis longirostris,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Synodontis longirostris ; Synodontis longirostris fish ; ikan Sapu-sapu long--nosed ; long--nosed synodontis fish,100
Sapu-sapu loreng,catfish,Ancistrus hoplogenys,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Ancistrus hoplogenys ; Ancistrus hoplogenys fish ; ikan Sapu-sapu loreng ; catfish fish,100
Sapu-sapu poll's,poll's synodontis,Synodontis polli,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis polli ; Synodontis polli fish ; ikan Sapu-sapu poll's ; poll's synodontis fish,100
Sapu-sapu pretty,pretty peckoltia,Dekeyseria pulchra,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Dekeyseria pulchra ; Dekeyseria pulchra fish ; ikan Sapu-sapu pretty ; pretty peckoltia fish,100
Sapu-sapu spotfin,spotfin synodontis,Synodontis robbianus,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis robbianus ; Synodontis robbianus fish ; ikan Sapu-sapu spotfin ; spotfin synodontis fish,100
Sapu-sapu spotted,spotted pimelodus,Pimelodus maculatus,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Pimelodus maculatus ; Pimelodus maculatus fish ; ikan Sapu-sapu spotted ; spotted pimelodus fish,100
Sapu-sapu sucker,sucker cat,Peckoltia brevis,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Peckoltia brevis ; Peckoltia brevis fish ; ikan Sapu-sapu sucker ; sucker cat fish,100
Sapu-sapu synodontis,synodontis brichardi,Synodontis brichardi ; Synodontis greshoffi,,Sapu-sapu,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Synodontis brichardi ; Synodontis brichardi fish ; Synodontis greshoffi ; Synodontis greshoffi fish ; ikan Sapu-sapu synodontis ; synodontis brichardi fish,100
Sapu-sapu white--barred,white--barred synodontis,Synodontis ornatipinnis,,Sapu-sapu,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Synodontis ornatipinnis ; Synodontis ornatipinnis fish ; ikan Sapu-sapu white--barred ; white--barred synodontis fish,100
Sarden,dorab wolf-herring,Chirocentru dorab ; Clupea harengus ; Clupea pallasii pallasii ; Dussumeria elopsoides ; Herklotsichthys dispilonotus ; Herklotsichthys quadrimaculatus ; Ilisha melastoma ; Nematalosa come ; Opisthopterus tardoore ; Sardinella brachysoma ; Spratelloides delicatulus,balebale; blidang; budueng; gaben; golok-golok; kembung; kemprit; mata belo; mata lebar; parang-parang; tampah jepuh; tardore; tembang,Sarden,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Chirocentru dorab ; Chirocentru dorab fish ; Dussumeria elopsoides ; Dussumeria elopsoides fish ; Herklotsichthys dispilonotus ; Herklotsichthys dispilonotus fish ; Herklotsichthys quadrimaculatus ; Herklotsichthys quadrimaculatus fish ; Ilisha melastoma ; Ilisha melastoma fish ; Opisthopterus tardoore ; Opisthopterus tardoore fish ; Spratelloides delicatulus ; Spratelloides delicatulus fish ; Nematalosa come ; Nematalosa come fish ; Sardinella brachysoma ; Sardinella brachysoma fish ; Clupea harengus ; Clupea harengus fish ; Clupea pallasii pallasii ; Clupea pallasii pallasii fish ; ikan Sarden ; dorab wolf-herring fish,100
Sarden european pilchard,european pilchard,Sardina pilchardus,,Sarden,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Sardina pilchardus ; Sardina pilchardus fish ; ikan Sarden european pilchard ; european pilchard fish,100
Sarden jepang,japanese sardinella,Sardinella zunasi,,Sarden,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Sardinella zunasi ; Sardinella zunasi fish ; ikan Sarden jepang ; japanese sardinella fish,100
Schultz's pipefish,schultz's pipefish,Corythoichthys schultzi,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Corythoichthys schultzi ; Corythoichthys schultzi fish ; ikan Schultz's pipefish ; schultz's pipefish fish,100
Sculptured pipefish,sculptured pipefish,Choeroichthys sculptus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Choeroichthys sculptus ; Choeroichthys sculptus fish ; ikan Sculptured pipefish ; sculptured pipefish fish,100
Sebelah,gulf flounder,Arnoglossus macrolophus ; Asterorhombus intermedius ; Cynoglossus arel ; Cynoglossus cynoglossus ; Cynoglossus lida ; Cynoglossus lingua ; Cynoglossus puncticeps ; Grammatobothus polyophthalmus ; Paralichthys albigutta ; Paraplagusia blochii ; Pardachirus pavoninus ; Psettina brevirictis ; Psettina gigantea ; Psettodes erumei ; Pseudorhombus argus ; Pseudorhombus diplospilus ; Pseudorhombus elevatus ; Pseudorhombus malayanus ; Pseudorhombus megalops ; Pseudorhombus quinquocellatus ; Soleichthys heterorhinos ; Symphurus microrhynchus ; Synaptura commersonnii,beteh; grobiat; kalankan; kleket; langkau; lendra; lewe; lidah; lidah lemper; lidah lumpur; mata sebelah; plat-plat; sebelah; sebelah empat-tanda kembar; terompa,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Arnoglossus macrolophus ; Arnoglossus macrolophus fish ; Asterorhombus intermedius ; Asterorhombus intermedius fish ; Cynoglossus arel ; Cynoglossus arel fish ; Cynoglossus cynoglossus ; Cynoglossus cynoglossus fish ; Cynoglossus lida ; Cynoglossus lida fish ; Cynoglossus lingua ; Cynoglossus lingua fish ; Cynoglossus puncticeps ; Cynoglossus puncticeps fish ; Grammatobothus polyophthalmus ; Grammatobothus polyophthalmus fish ; Paralichthys albigutta ; Paralichthys albigutta fish ; Paraplagusia blochii ; Paraplagusia blochii fish ; Pardachirus pavoninus ; Pardachirus pavoninus fish ; Psettina brevirictis ; Psettina brevirictis fish ; Psettina gigantea ; Psettina gigantea fish ; Psettodes erumei ; Psettodes erumei fish ; Pseudorhombus argus ; Pseudorhombus argus fish ; Pseudorhombus diplospilus ; Pseudorhombus diplospilus fish ; Pseudorhombus elevatus ; Pseudorhombus elevatus fish ; Pseudorhombus malayanus ; Pseudorhombus malayanus fish ; Pseudorhombus megalops ; Pseudorhombus megalops fish ; Pseudorhombus quinquocellatus ; Pseudorhombus quinquocellatus fish ; Soleichthys heterorhinos ; Soleichthys heterorhinos fish ; Symphurus microrhynchus ; Symphurus microrhynchus fish ; Synaptura commersonnii ; Synaptura commersonnii fish ; gulf flounder fish ; ikan Lidah ; ikan Sebelah ; large-crested lefteye flounder fish,100
Sebelah bundar,leopard flounder,Bothus pantherinus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Bothus pantherinus ; Bothus pantherinus fish ; ikan Sebelah bundar ; leopard flounder fish,100
Sebelah jepang,bastard halibut,Paralichthys olivaceus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Paralichthys olivaceus ; Paralichthys olivaceus fish ; ikan Sebelah jepang ; bastard halibut fish,100
Sebelah mata kanan,petrale sole,Eopsetta jordani ; Poecilopsetta colorata,ikan sebelah,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Poecilopsetta colorata ; Poecilopsetta colorata fish ; Eopsetta jordani ; Eopsetta jordani fish ; ikan Sebelah mata kanan ; coloured righteye flounder fish,100
Sebelah mata kiri,largetooth flounder,Pseudorhombus arsius,ikan sebelah,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pseudorhombus arsius ; Pseudorhombus arsius fish ; ikan Sebelah mata kiri ; largetooth flounder fish,100
Sebelah samegarei,roughscale sole,Clidoderma asperrimum,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Clidoderma asperrimum ; Clidoderma asperrimum fish ; ikan Sebelah samegarei ; roughscale sole fish,100
Selanget,chacunda gizzard shad,Anodontostoma chacunda,belo; blekutak; cepak; lakar; slamat; langkat; trubala; berengit; madura; gamasi; kuasi; sawela; ramalane; ponosi; belo; blekutak; cepak; lakar; slamat; langkat; trubala; berengit; madura; gamasi; kuasi; sawela; ramalane; ponosi,Sarden,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Anodontostoma chacunda ; Anodontostoma chacunda fish ; ikan Selanget ; chacunda gizzard shad fish,100
Selar,oxeye scad,Selar boops,angora; selar,Selar,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Selar boops ; Selar boops fish ; ikan Selar ; oxeye scad fish,100
Selar bentong,bigeye scad,Selar crumenophthalmus,bentong; turo; laun bora; selar tude; tombo batu; katombo batu; tondih; kadombe; gentong; bengbeng; bub-bun; oci; kalawalinya; kakekuwang; kalawalinya palala; totombo batu; layah; ruma-ruma,Selar,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Selar crumenophthalmus ; Selar crumenophthalmus fish ; ikan Selar bentong ; bigeye scad fish,100
Selar bulat,shrimp scad,Alepes djedaba,selar komo,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Alepes djedaba ; Alepes djedaba fish ; ikan Selar bulat ; shrimp scad fish,100
Selar hijau,yellowtail scad,Atule mate,selar ijo; selar como; simba bungku; nyubboh bubuloh,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Atule mate ; Atule mate fish ; ikan Selar hijau ; yellowtail scad fish,100
Selar kokok,hardtail scad [trevally]; torpedo scad [trevally]; trevally; finny scad; ghair boey,Megalaspis cordyla,tetengkek; panga; cengkurungan; tangarongan; tangkorongan; ikan kembang; sarisi; kuli; aloan; geser; taruri; cincaru; besi hangat; caru; celek; cencaru; gelenggu; geronggong; gerongong; jarajaru; jaru-jaru; keras ekor; kerongan; kobal-kobal; papakan; sedai-sedai; selikur; tegal; tegap; tentenkel; tetengkek,Kuwe,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Megalaspis cordyla ; Megalaspis cordyla fish ; ikan Selar kokok ; hardtail scad [trevally]; torpedo scad [trevally]; trevally; finny scad; ghair boey fish,100
Selar kue,herring scad,Alepes vari,,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Alepes vari ; Alepes vari fish ; ikan Selar kue ; herring scad fish,100
Selar kuning,yellowstripe scad,Selaroides leptolepis,gontu; aela [ambon]; gontu; buambuan; bau-bau; bui-bui; bole-bole; torule; tola; bua rao; plae; apasi; palaemau,Selar,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Selaroides leptolepis ; Selaroides leptolepis fish ; ikan Selar kuning ; yellowstripe scad fish,100
Selar malam,brown backed trevally,Carangoides praeustus,sedar malam,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Carangoides praeustus ; Carangoides praeustus fish ; ikan Selar malam ; brown backed trevally fish,100
Selar mulut putih,whitemouth jack,Uraspis uraspis,selar kuning,Selar,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Uraspis uraspis ; Uraspis uraspis fish ; ikan Selar mulut putih ; whitemouth jack fish,100
Selar pilot,pilotfish,Naucrates ductor,,Selar,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Naucrates ductor ; Naucrates ductor fish ; ikan Selar pilot ; pilotfish fish,100
Selar ubur-ubur,blackfin crevalle,Alepes melanoptera,,Layang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Alepes melanoptera ; Alepes melanoptera fish ; ikan Selar ubur-ubur ; blackfin crevalle fish,100
Selendang mayang,ocellated snakehead,Channa pleurophthalma,kerandang (kalimantan); serandang (sumsel),Gabus,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Channa pleurophthalma ; Channa pleurophthalma fish ; ikan Selendang mayang ; ocellated snakehead fish,100
Semadar,streaked spinefoot,Siganus javus,benaeng; beronang tulis (tarakan); burong; ekor kuning; kea-kea; samadar cecet; samadar palsu,Baronang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Siganus javus ; Siganus javus fish ; ikan Baronang angin ; streaked spinefoot fish,100
Semah,semah mahseer,Tor douronensis,kancera; semah; garing,Semah,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Tor douronensis ; Tor douronensis fish ; ikan Semah ; semah mahseer fish,100
Semar,moon fish; opah,Lampris guttatus,opah,Opah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lampris guttatus ; Lampris guttatus fish ; ikan Opah ; moon fish; opah fish,100
Sembilang,canine catfish eet,Plotosus canius ; Porochilus meraukensis,sembilang betul; oteh-oteh; tinggang; sanelang; kajitu; kakaintu; eru-eru,Sembilang,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plotosus canius ; Plotosus canius fish ; Porochilus meraukensis ; Porochilus meraukensis fish ; ikan Sembilang ; canine catfish eet fish,100
Senangin,fourfinger threadfin,Eleutheronema tetradactylum ; Polydactylus microstoma ; Polydactylus microstomus ; Polydactylus plebeius,hidung muda; idung lemah; kesumbang; kurau; kuro; kuro (riau); mamangi; senangin; sombal,Senangin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Eleutheronema tetradactylum ; Eleutheronema tetradactylum fish ; Polydactylus microstomus ; Polydactylus microstomus fish ; Polydactylus microstoma ; Polydactylus microstoma fish ; Polydactylus plebeius ; Polydactylus plebeius fish ; ikan Senangin ; fourfinger threadfin fish,100
Senangin anthias,threadfin anthias,Nemanthias carberryi,,Senangin,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Nemanthias carberryi ; Nemanthias carberryi fish ; ikan Senangin anthias ; threadfin anthias fish,100
Senangin splendid,splendid threadfin,Filimanus perplexa,,Senangin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Filimanus perplexa ; Filimanus perplexa fish ; ikan Senangin splendid ; splendid threadfin fish,100
Senangin striped,striped threadfin,Polydactylus plebius,kuro; tapasan; sumbal; manangi; mamangi,Senangin,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Polydactylus plebius ; Polydactylus plebius fish ; ikan Senangin striped ; striped threadfin fish,100
Senangin yellowthread,yellowthread threadfin,Filimanus xanthonema,,Senangin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Filimanus xanthonema ; Filimanus xanthonema fish ; ikan Senangin yellowthread ; yellowthread threadfin fish,100
Senckenberg rainbowfish,senckenberg rainbowfish,Melanotaenia senckenbergianus,pelagi senckenberg (kep. aru; maluku),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Melanotaenia senckenbergianus ; Melanotaenia senckenbergianus fish ; ikan Senckenberg rainbowfish ; senckenberg rainbowfish fish,100
Sepat mutiara,pearl gourami,Trichopodus leeri,,Sepat,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Trichopodus leeri ; Trichopodus leeri fish ; ikan Sepat mutiara ; pearl gourami fish,100
Sepat rawa,three spot gourami,Trichopodus trichopterus,sepat jawa; sepat merah mato; sepat jawa; sepat merah mato,Sepat,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Trichopodus trichopterus ; Trichopodus trichopterus fish ; ikan Sepat rawa ; three spot gourami fish,100
Sepat siam,snakeskin gourami,Trichopodus pectoralis,,Sepat,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Trichopodus pectoralis ; Trichopodus pectoralis fish ; ikan Sepat siam ; snakeskin gourami fish,100
Sepatung,mud perches,Pristolepis fasciata,tempe; sepatung,Sepat,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Pristolepis fasciata ; Pristolepis fasciata fish ; ikan Sepatung ; mud perches fish,100
Serinding,indonesian doubles cardinalfish,Rhabdamia spilota ; Taeniamia fucata,tembang podol; sadap karang; serinding,Capungan,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Taeniamia fucata ; Taeniamia fucata fish ; Rhabdamia spilota ; Rhabdamia spilota fish ; ikan Serinding ; orangelined cardinalfish fish,100
Serinding tembakau,red bigeye,Priacanthus macracanthus,serinding,Serinding,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Priacanthus macracanthus ; Priacanthus macracanthus fish ; ikan Serinding tembakau ; red bigeye fish,100
Setuhuk biru,indo-pacific blue marlin,Makaira nigricans,marlin hitam;tumbuk;jangilus,Marlin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Makaira nigricans ; Makaira nigricans fish ; ikan Setuhuk biru ; indo-pacific blue marlin fish,100
Setuhuk hitam,black marlin,Istiompax indica ; Makaira indica,jangilus; marlin putih; setuhuk hitam; tumbuk,Setuhuk,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Makaira indica ; Makaira indica fish ; Istiompax indica ; Istiompax indica fish ; ikan Setuhuk hitam ; black marlin fish,100
Setuhuk loreng,striped marlin,Kajikia audax,setuhuk loreng,Marlin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Kajikia audax ; Kajikia audax fish ; ikan Setuhuk loreng ; striped marlin fish,100
Shark,night shark,Carcharhinus signatus ; Galeorhinus galeus ; Glyphis gangeticus ; Glyphis glyphis,,Hiu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Carcharhinus signatus ; Carcharhinus signatus fish ; Galeorhinus galeus ; Galeorhinus galeus fish ; Glyphis gangeticus ; Glyphis gangeticus fish ; Glyphis glyphis ; Glyphis glyphis fish ; ikan Shark ; night shark fish,100
Short-bodied pipefish,short-bodied pipefish,Choeroichthys brachysoma,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Choeroichthys brachysoma ; Choeroichthys brachysoma fish ; ikan Short-bodied pipefish ; short-bodied pipefish fish,100
Shortnose gar,shortnose gar,Lepisosteus platostomus,,Aligator,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Lepisosteus platostomus ; Lepisosteus platostomus fish ; ikan Shortnose gar ; shortnose gar fish,100
Shortnose pipefish,shortnose pipefish,Micrognathus andersonii,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Micrognathus andersonii ; Micrognathus andersonii fish ; ikan Shortnose pipefish ; shortnose pipefish fish,100
Sidat,european eel,Anguilla anguilla ; Anguilla bicolor ; Anguilla celebensis ; Anguilla marmorata ; Anguilla nebulosa ; Anguilla reinhardtii ; Muraenesox sp. ; Muraenosox bagio,gateng; lembu; lumbon; masapi (sulsel); moa; pelus; sidang; sidat; sidat (jawa); sidat bintik sirip panjang; uling; uling asu; uling kirik,Sidat,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,YA,HIGH,Muraenesox sp. ; Muraenesox sp. fish ; Muraenosox bagio ; Muraenosox bagio fish ; Anguilla bicolor ; Anguilla bicolor fish ; Anguilla celebensis ; Anguilla celebensis fish ; Anguilla nebulosa ; Anguilla nebulosa fish ; Anguilla anguilla ; Anguilla anguilla fish ; Anguilla marmorata ; Anguilla marmorata fish ; Anguilla reinhardtii ; Anguilla reinhardtii fish ; ikan Sidat ; pike conger fish,100
Sidat coklat,japanese eel; brown eel,Anguilla japonica,sidat coklat,Belut,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Anguilla japonica ; Anguilla japonica fish ; ikan Sidat jepang ; japanese eel; brown eel fish,100
Sidat jenggot kambing,goatsbeard brotula,Brotula multibarbata,sidat (jawa); masapi (sulsel),Sidat,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Brotula multibarbata ; Brotula multibarbata fish ; ikan Sidat jenggot kambing ; goatsbeard brotula fish,100
Sili,fire eel,Mastacembelus erythrotaenia,sili; tilan,Belut,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Mastacembelus erythrotaenia ; Mastacembelus erythrotaenia fish ; ikan Sili ; fire eel fish,100
Silver driftfish,silver driftfish,Psenes maculatus,,Galuh,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Psenes maculatus ; Psenes maculatus fish ; ikan Silver driftfish ; silver driftfish fish,100
Simping,scallops; asian moon scallop,Amusium pleuronectes ; Common windowpen,kipas-kipas; simping,Kerang,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Amusium pleuronectes ; Amusium pleuronectes fish ; Common windowpen ; Common windowpen fish ; ikan Simping ; scallops; asian moon scallop fish,100
Siput,emperorqueen helmet snail,Cassis madagascariensis ; Cerithium nodulosum ; Chromodoris elisabethina ; Melo amphora ; Strombus variabilis ; Turbo imperialis ; Turbo phitolatus ; Vexillum costatum,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Chromodoris elisabethina ; Chromodoris elisabethina fish ; Melo amphora ; Melo amphora fish ; Cerithium nodulosum ; Cerithium nodulosum fish ; Strombus variabilis ; Strombus variabilis fish ; Turbo imperialis ; Turbo imperialis fish ; Turbo phitolatus ; Turbo phitolatus fish ; Cassis madagascariensis ; Cassis madagascariensis fish ; Vexillum costatum ; Vexillum costatum fish ; ikan Siput ; elizabeths chromodoris nudibranch fish,100
Siput arabian cowrie,arabian cowrie,Mauritia arabica,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Mauritia arabica ; Mauritia arabica fish ; ikan Siput arabian cowrie ; arabian cowrie fish,100
Siput bulan,tiger moon snail,Natica tigrina,,Siput,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Natica tigrina ; Natica tigrina fish ; ikan Siput bulan ; tiger moon snail fish,100
Siput cincin,gold ring cowrie,Cypraea annulus,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Cypraea annulus ; Cypraea annulus fish ; ikan Siput cincin ; gold ring cowrie fish,100
Siput cone,cone shell,Conus marmoratus,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Conus marmoratus ; Conus marmoratus fish ; ikan Siput cone ; cone shell fish,100
Siput hemifusus,sea snail hemifusus,Hemifusus swainson,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Hemifusus swainson ; Hemifusus swainson fish ; ikan Siput hemifusus ; sea snail hemifusus fish,100
Siput hidup,live snail,Clithon sowerbianus,,Siput,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Clithon sowerbianus ; Clithon sowerbianus fish ; ikan Siput hidup ; live snail fish,100
Siput hijau,mini sea hare,Aplysia ornata,,Siput,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Aplysia ornata ; Aplysia ornata fish ; ikan Siput hijau ; mini sea hare fish,100
Siput hisap,blunt creeper snail,Cerithidea obtusa,belitong,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Cerithidea obtusa ; Cerithidea obtusa fish ; ikan Siput hisap ; blunt creeper snail fish,100
Siput kelinci,wedge sea hare,Dolabella auricularia,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Dolabella auricularia ; Dolabella auricularia fish ; ikan Siput kelinci ; wedge sea hare fish,100
Siput kelinci totol biru,ragged sea hare,Bursatella leachii,,Siput,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Bursatella leachii ; Bursatella leachii fish ; ikan Siput kelinci totol biru ; ragged sea hare fish,100
Siput laut,dolphin snails,Angaria delphinus ; Buccinum undatum ; Cerithium scabridum ; Megastraea undosa,talembu,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Megastraea undosa ; Megastraea undosa fish ; Buccinum undatum ; Buccinum undatum fish ; Angaria delphinus ; Angaria delphinus fish ; Cerithium scabridum ; Cerithium scabridum fish ; ikan Siput laut ; wavy turban snail fish,100
Siput lola,commercial top shell,Tectus niloticus,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Tectus niloticus ; Tectus niloticus fish ; ikan Siput lola ; commercial top shell fish,100
