species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Torani,yellowing flyingfish,Cypselurus poecilopterus,tuntul (bajo); toruani; tarawani (bugis); andoni (buol); kapiah (gorontalo); ikan terbang (jakarta); torani; turing-turing (makassar); tuing-tuing (mandar); antoni (manado); malaluge (sangihetalaud); tungtuing (toli-toli),Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cypselurus poecilopterus ; Cypselurus poecilopterus fish ; ikan Torani ; yellowing flyingfish fish,50
Torani,bony flyingfish,Hirundichthys oxycephalus,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Hirundichthys oxycephalus ; Hirundichthys oxycephalus fish ; ikan Torani ; bony flyingfish fish,50
Torani,african sailfin flyingfish,Parexocoetus mento,,Terbang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parexocoetus mento ; Parexocoetus mento fish ; ikan Torani ; african sailfin flyingfish fish,50
Triger tompel,white-banded triggerfish,Rhinecanthus aculeatus,ikan kambing; pogot; etong; triger matahari,Ayam-ayam,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Rhinecanthus aculeatus ; Rhinecanthus aculeatus fish ; ikan Triger tompel ; white-banded triggerfish fish,50
Tropheus,frecled tropheus,Tropheus kasabae,,Tropheus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Tropheus kasabae ; Tropheus kasabae fish ; ikan Tropheus ; frecled tropheus fish,50
Tropical gar,tropical gar,Atractosteus tropicus,,Aligator,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Atractosteus tropicus ; Atractosteus tropicus fish ; ikan Tropical gar ; tropical gar fish,50
Trunk-barred pipefish,trunk-barred pipefish,Phoxocampus tetrophthalmus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Phoxocampus tetrophthalmus ; Phoxocampus tetrophthalmus fish ; ikan Trunk-barred pipefish ; trunk-barred pipefish fish,50
Trupang,indo pasific tarpon,Megalops cyprinoides,haropas; ikan bulan (aceh),Bulan-bulan,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Megalops cyprinoides ; Megalops cyprinoides fish ; ikan Trupang ; indo pasific tarpon fish,50
Tuduh tobah,coastal trevally,Carangoides coeruleopinnatus,simba lili bonua; tuduh toba; kwee bintik,Kuwe,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Carangoides coeruleopinnatus ; Carangoides coeruleopinnatus fish ; ikan Tuduh tobah ; coastal trevally fish,50
Tumpengan,striped top shell,Tectus virgatus,,Kerang,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,LOW,Tectus virgatus ; Tectus virgatus fish ; ikan Tumpengan ; striped top shell fish,50
Tuntong,river terrapin,Batagur baska,,Kura-kura,TAWAR,NON KONSUMSI,NON HIAS,YA,LOW,Batagur baska ; Batagur baska fish ; ikan Tuntong ; river terrapin fish,50
Tuntong sungai,southern river terrapin,Batagur affinis,,Kura-kura,TAWAR,NON KONSUMSI,NON HIAS,YA,LOW,Batagur affinis ; Batagur affinis fish ; ikan Tuntong sungai ; southern river terrapin fish,50
U-mark sandperch,u-mark sandperch,Parapercis snyderi,toto,Grubfish,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parapercis snyderi ; Parapercis snyderi fish ; ikan U-mark sandperch ; u-mark sandperch fish,50
Ubur-ubur bulan,moon jellyfish; jelly fish,Aurelia aurita,ubur-ubur,Ubur-ubur,LAUT,NON KONSUMSI,NON HIAS,TIDAK,LOW,Aurelia aurita ; Aurelia aurita fish ; ikan Ubur-ubur bulan ; moon jellyfish; jelly fish fish,50
Ubur-ubur cassiopea medusae,upside-down jellyfish,Cassiopea medusa,,Ubur-ubur,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Cassiopea medusa ; Cassiopea medusa fish ; ikan Ubur-ubur cassiopea medusae ; upside-down jellyfish fish,50
Ubur-ubur papua,papuan jellyfish,Mastigias papua,,Ubur-ubur,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Mastigias papua ; Mastigias papua fish ; ikan Ubur-ubur papua ; papuan jellyfish fish,50
Ubur-ubur tutul,papuan jellyfish,Mastigias papua,,Ubur-ubur,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Mastigias papua ; Mastigias papua fish ; ikan Ubur-ubur tutul ; papuan jellyfish fish,50
Uceng,barred loach,Nemacheilus fasciatus,jeler (jabar); uceng (jawa),Tali tali,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Nemacheilus fasciatus ; Nemacheilus fasciatus fish ; ikan Uceng ; barred loach fish,50
Udang aloha,aloha prawn,Penaeus marginatus,udang aloha,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus marginatus ; Penaeus marginatus fish ; ikan Udang aloha ; aloha prawn fish,50
Udang amaebi,amaebi shrimp; northern shrimp,Pandalus borealis,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pandalus borealis ; Pandalus borealis fish ; ikan Udang amaebi ; amaebi shrimp; northern shrimp fish,50
Udang amano,amano shrimp; yamato shrimp,Caridina japonica,udang karang,Udang,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Caridina japonica ; Caridina japonica fish ; ikan Udang amano ; amano shrimp; yamato shrimp fish,50
Udang anemon,anemone shrimp; peacock tail anemone shrimp; pacific clown anemone shrimp,Ancylocaris brevicarpalis,udang anemon,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Ancylocaris brevicarpalis ; Ancylocaris brevicarpalis fish ; ikan Udang anemon ; anemone shrimp; peacock tail anemone shrimp; pacific clown anemone shrimp fish,50
Udang anemone water,anemone water shrimp; bruun's cleaning partner shrimp,Urocaridella antonbruuni,udang anemon,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Urocaridella antonbruuni ; Urocaridella antonbruuni fish ; ikan Udang anemone water ; anemone water shrimp; bruun's cleaning partner shrimp fish,50
Udang antartika,antarctic krill,Euphausia superba,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Euphausia superba ; Euphausia superba fish ; ikan Udang antartika ; antarctic krill fish,50
Udang api,cardinal shrimp; fire cleaner shrimp,Lysmata debelius,udang api,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Lysmata debelius ; Lysmata debelius fish ; ikan Udang api ; cardinal shrimp; fire cleaner shrimp fish,50
Udang api-api,york shrimp,Metapenaeus eboracensis,udang dogol,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus eboracensis ; Metapenaeus eboracensis fish ; ikan Udang api-api ; york shrimp fish,50
Udang api-api,speckled shrimp; ginger prawn,Metapenaeus monoceros,udang api-api; udang dogol; berus doang; golar; impes; kadar,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus monoceros ; Metapenaeus monoceros fish ; ikan Udang api-api ; speckled shrimp; ginger prawn fish,50
Udang argentine red,argentine red shrimp,Pleoticus muelleri,,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Pleoticus muelleri ; Pleoticus muelleri fish ; ikan Udang argentine red ; argentine red shrimp fish,50
Udang batu,spear shrimp,Parapenaeopsis hardwickii,udang batu,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parapenaeopsis hardwickii ; Parapenaeopsis hardwickii fish ; ikan Udang batu ; spear shrimp fish,50
Udang beras,pinochio shrimp; red nose shrimp from sumatera; needlenose caridina; pinocchio shrimp; pinokio shrimp; red nose shrimp; rudolph shrimp; rhino shrimp,Caridina gracilirostris,udang beras,Udang,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,LOW,Caridina gracilirostris ; Caridina gracilirostris fish ; ikan Udang beras ; pinochio shrimp; red nose shrimp from sumatera; needlenose caridina; pinocchio shrimp; pinokio shrimp; red nose shrimp; rudolph shrimp; rhino shrimp fish,50
Udang beras,bee shrimp,Caridina cantonensis,udang beras,Udang,"TAWAR, PAYAU",NON KONSUMSI,HIAS,TIDAK,LOW,Caridina cantonensis ; Caridina cantonensis fish ; ikan Udang beras ; bee shrimp fish,50
Udang bintik merah,whiskered velvet shrimp,Metapenaeopsis barbata,udang bintik merah; udang burik; udang geragai (kalsel),Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeopsis barbata ; Metapenaeopsis barbata fish ; ikan Udang bintik merah ; whiskered velvet shrimp fish,50
Udang biru,blue shrimp,Penaeus stylirostris,,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus stylirostris ; Penaeus stylirostris fish ; ikan Udang biru ; blue shrimp fish,50
Udang blue boxer,blue boxer shrimp; blue banded coral shrimp,Stenopus tenuirostris,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Stenopus tenuirostris ; Stenopus tenuirostris fish ; ikan Udang blue boxer ; blue boxer shrimp; blue banded coral shrimp fish,50
Udang botan,botan shrimp,Pandalus nipponensis,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pandalus nipponensis ; Pandalus nipponensis fish ; ikan Udang botan ; botan shrimp fish,50
Udang brintik,bird shrimp; pink batu shrimp; yellow [small] white shrimp,Metapenaeus lysianassa,udang brintik; udang putih kecil; udang kapur,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus lysianassa ; Metapenaeus lysianassa fish ; ikan Udang brintik ; bird shrimp; pink batu shrimp; yellow [small] white shrimp fish,50
Udang brownkelly,harlequin shrimp,Hymenocera picta,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Hymenocera picta ; Hymenocera picta fish ; ikan Udang brownkelly ; harlequin shrimp fish,50
Udang camel,camel shrimp; camelback shrimp; dancing shrimp,Rhynchocinetes uritai,udang penari; udang paruh engsel; udang bungkuk; dan udang permen,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Rhynchocinetes uritai ; Rhynchocinetes uritai fish ; ikan Udang camel ; camel shrimp; camelback shrimp; dancing shrimp fish,50
Udang cendana,yellow shrimp,Metapenaeus brevicornis,udang kuning,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus brevicornis ; Metapenaeus brevicornis fish ; ikan Udang cendana ; yellow shrimp fish,50
Udang dogol,jinga shrimp,Metapenaeus affinis,udang dogol,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus affinis ; Metapenaeus affinis fish ; ikan Udang dogol ; jinga shrimp fish,50
Udang dogol,western school prawn; western school shrimp,Metapenaeus dalli,udang dogol,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus dalli ; Metapenaeus dalli fish ; ikan Udang dogol ; western school prawn; western school shrimp fish,50
Udang dogol,endeavour shrimp,Metapenaeus endeavouri,udang dogol,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus endeavouri ; Metapenaeus endeavouri fish ; ikan Udang dogol ; endeavour shrimp fish,50
Udang dogol,red endeavour; greasyback,Metapenaeus ensis,swallow; udang berus; urang dogol; hurang berus,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus ensis ; Metapenaeus ensis fish ; ikan Udang dogol ; red endeavour; greasyback fish,50
Udang dogol,speckled shrimp; ginger prawn,Metapenaeus monoceros,udang api-api; udang dogol; berus doang; golar; impes; kadar,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus monoceros ; Metapenaeus monoceros fish ; ikan Udang dogol ; speckled shrimp; ginger prawn fish,50
Udang galah,red long claw shrimp,Macrobranchium assamensis,,Udang,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Macrobranchium assamensis ; Macrobranchium assamensis fish ; ikan Udang galah ; red long claw shrimp fish,50
Udang galah,giant river prawn,Macrobrachium rosenbergii,udang cokong; udang tokal,Udang,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Macrobrachium rosenbergii ; Macrobrachium rosenbergii fish ; ikan Udang galah ; giant river prawn fish,50
Udang gua,kuekenthal's clearner shrimp; striped shrimp; shrimp aiptasia,Lysmata kuekenthali,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Lysmata kuekenthali ; Lysmata kuekenthali fish ; ikan Udang gua ; kuekenthal's clearner shrimp; striped shrimp; shrimp aiptasia fish,50
Udang halus,kadal shrimp,Metapenaeus dobsoni,udang kapur; udang halus,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus dobsoni ; Metapenaeus dobsoni fish ; ikan Udang halus ; kadal shrimp fish,50
Udang hias,red cherry shrimp,Neocaridina heteropoda,udang karidina; udang hias,Udang,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Neocaridina heteropoda ; Neocaridina heteropoda fish ; ikan Udang hias ; red cherry shrimp fish,50
Udang hingebeak,hingebeak shrimp; camel shrimp; dancing shrimp,Rhynchocinetes durbanensis,udang unta; udang menari,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Rhynchocinetes durbanensis ; Rhynchocinetes durbanensis fish ; ikan Udang hingebeak ; hingebeak shrimp; camel shrimp; dancing shrimp fish,50
Udang japanese swamp,japanese swamp shrimp,Neocaridina denticulata,,Udang,"LAUT, PAYAU",NON KONSUMSI,HIAS,TIDAK,LOW,Neocaridina denticulata ; Neocaridina denticulata fish ; ikan Udang japanese swamp ; japanese swamp shrimp fish,50
Udang jembret,indo-australasian mysid,Mesopodopsis orientalis,udang rebon,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Mesopodopsis orientalis ; Mesopodopsis orientalis fish ; ikan Udang jembret ; indo-australasian mysid fish,50
Udang jerbung,banana prawn,Penaeus merguiensis,udang jerbung,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus merguiensis ; Penaeus merguiensis fish ; ikan Udang jerbung ; banana prawn fish,50
Udang jongkok,squat anemone shrimp,Thor amboinensis,udang jongkok; udang seksi,Udang,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Thor amboinensis ; Thor amboinensis fish ; ikan Udang jongkok ; squat anemone shrimp fish,50
Udang kapur,kadal shrimp,Metapenaeus dobsoni,udang kapur; udang halus,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus dobsoni ; Metapenaeus dobsoni fish ; ikan Udang kapur ; kadal shrimp fish,50
Udang karang,green acropora commensal shrimp,Coralliocaris graminea,udang karang,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Coralliocaris graminea ; Coralliocaris graminea fish ; ikan Udang karang ; green acropora commensal shrimp fish,50
Udang karidina,red cherry shrimp,Neocaridina heteropoda,udang karidina; udang hias,Udang,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Neocaridina heteropoda ; Neocaridina heteropoda fish ; ikan Udang karidina ; red cherry shrimp fish,50
Udang katak,scorpion mud lobster,Thalassina anomala,,Lobster,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Thalassina anomala ; Thalassina anomala fish ; ikan Udang katak ; scorpion mud lobster fish,50
Udang kelong,indian white prawn; white prawn; banana prawn; indian banana,Penaeus indicus,udang kelong,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus indicus ; Penaeus indicus fish ; ikan Udang kelong ; indian white prawn; white prawn; banana prawn; indian banana fish,50
Udang kencana,bird shrimp; pink batu shrimp; yellow [small] white shrimp,Metapenaeus lysianassa,udang brintik; udang putih kecil; udang kapur,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus lysianassa ; Metapenaeus lysianassa fish ; ikan Udang kencana ; bird shrimp; pink batu shrimp; yellow [small] white shrimp fish,50
Udang ket,tiger-cat shrimp; rainbow,Parapenaeopsis sculptilis,udang belang; udang harimau,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parapenaeopsis sculptilis ; Parapenaeopsis sculptilis fish ; ikan Udang ket ; tiger-cat shrimp; rainbow fish,50
Udang kiji,mogi velvet shrimp,Metapenaeopsis mogiensis,udang keras,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeopsis mogiensis ; Metapenaeopsis mogiensis fish ; ikan Udang kiji ; mogi velvet shrimp fish,50
Udang krill,antarctic krill,Euphausia superba,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Euphausia superba ; Euphausia superba fish ; ikan Udang krill ; antarctic krill fish,50
Udang krosok,smoothshell shrimp,Batepenaeopsis tenella,udang lemah,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Batepenaeopsis tenella ; Batepenaeopsis tenella fish ; ikan Udang krosok ; smoothshell shrimp fish,50
Udang krosok,armed nylon shrimp,Heterocarpus ensifer,udang nilon; udang krosok,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Heterocarpus ensifer ; Heterocarpus ensifer fish ; ikan Udang krosok ; armed nylon shrimp fish,50
Udang krosok,coral shrimp,Kishinouyepenaeopsis cornuta,udang pasir,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Kishinouyepenaeopsis cornuta ; Kishinouyepenaeopsis cornuta fish ; ikan Udang krosok ; coral shrimp fish,50
Udang krosok,northern velvet shrimp; coral shrimp; coral prawn; velvet,Metapenaeopsis novaeguineae,udang krosok; udang apolo,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeopsis novaeguineae ; Metapenaeopsis novaeguineae fish ; ikan Udang krosok ; northern velvet shrimp; coral shrimp; coral prawn; velvet fish,50
Udang krosok,rainbow shrimp,Mierspenaeopsis sculptilis,udang ket,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Mierspenaeopsis sculptilis ; Mierspenaeopsis sculptilis fish ; ikan Udang krosok ; rainbow shrimp fish,50
Udang krosok,brown rough; hardback prawn,Trachysalambria malaiana,hurang krosok,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Trachysalambria malaiana ; Trachysalambria malaiana fish ; ikan Udang krosok ; brown rough; hardback prawn fish,50
Udang krosok apollo,southern velvet shrimp,Metapenaeopsis palmensis,udang krosok apollo,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeopsis palmensis ; Metapenaeopsis palmensis fish ; ikan Udang krosok apollo ; southern velvet shrimp fish,50
Udang krosok kuning,coarse shrimp,Megokris granulosus,udang apolo,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Megokris granulosus ; Megokris granulosus fish ; ikan Udang krosok kuning ; coarse shrimp fish,50
Udang krosok merah,pink velvet shrimp,Metapenaeopsis rosea,udang merah,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeopsis rosea ; Metapenaeopsis rosea fish ; ikan Udang krosok merah ; pink velvet shrimp fish,50
Udang kuning,bird shrimp; pink batu shrimp; yellow [small] white shrimp,Metapenaeus lysianassa,udang brintik; udang putih kecil; udang kapur,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus lysianassa ; Metapenaeus lysianassa fish ; ikan Udang kuning ; bird shrimp; pink batu shrimp; yellow [small] white shrimp fish,50
Udang kuning,yellow shrimp,Metapenaeus brevicornis,udang kuning,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Metapenaeus brevicornis ; Metapenaeus brevicornis fish ; ikan Udang kuning ; yellow shrimp fish,50
Udang kuruma,kuruma prawn,Penaeus japonicus,kuruma ebi,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus japonicus ; Penaeus japonicus fish ; ikan Udang kuruma ; kuruma prawn fish,50
Udang lipan,smalleyed squillid mantis shrimp,Miyakella nepa,udang lipan; udang ronggeng,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Miyakella nepa ; Miyakella nepa fish ; ikan Udang lipan ; smalleyed squillid mantis shrimp fish,50
Udang loreng,brown tiger prawn,Penaeus esculentus,udang loreng,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus esculentus ; Penaeus esculentus fish ; ikan Udang loreng ; brown tiger prawn fish,50
Udang mantis,zebra mantis shrimp; common banded mantis shrimp,Lysiosquillina maculata,udang lipan; udang ronggeng (sulawesi),Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Lysiosquillina maculata ; Lysiosquillina maculata fish ; ikan Udang mantis ; zebra mantis shrimp; common banded mantis shrimp fish,50
Udang mantis,giant harpiosquillid mantis shrimp,Harpiosquilla raphidea,udang lipan udang ronggeng,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Harpiosquilla raphidea ; Harpiosquilla raphidea fish ; ikan Udang mantis ; giant harpiosquillid mantis shrimp fish,50
Udang mantis jepang,japanese squillid mantis shrimp,Oratosquilla oratoria,udang ronggeng; udang cakrek,Udang,"LAUT, PAYAU",KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Oratosquilla oratoria ; Oratosquilla oratoria fish ; ikan Udang mantis jepang ; japanese squillid mantis shrimp fish,50
Udang merah hawaiian,hawaiian red shrimp; hawaiian anchialine shrimp,Halocaridina rubra,,Udang,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Halocaridina rubra ; Halocaridina rubra fish ; ikan Udang merah hawaiian ; hawaiian red shrimp; hawaiian anchialine shrimp fish,50
Udang merah jambu alaska,alaskan pink shrimp,Pandalus eous,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pandalus eous ; Pandalus eous fish ; ikan Udang merah jambu alaska ; alaskan pink shrimp fish,50
Udang nilon,armed nylon shrimp,Heterocarpus ensifer,udang nilon; udang krosok,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Heterocarpus ensifer ; Heterocarpus ensifer fish ; ikan Udang nilon ; armed nylon shrimp fish,50
Udang ohio,ohio shrimp; ohio river shrimp; ohio river prawn,Macrobrachium ohione,,Udang,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Macrobrachium ohione ; Macrobrachium ohione fish ; ikan Udang ohio ; ohio shrimp; ohio river shrimp; ohio river prawn fish,50
Udang orange,orange shrimp,Atypopenaeus formosus,udang merah,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Atypopenaeus formosus ; Atypopenaeus formosus fish ; ikan Udang orange ; orange shrimp fish,50
Udang pama,green tiger prawns; grooved tiger prawn,Penaeus semisulcatus,udang flower,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus semisulcatus ; Penaeus semisulcatus fish ; ikan Udang pama ; green tiger prawns; grooved tiger prawn fish,50
Udang pelet,scarlet cleaner shrimp; common cleaner shrimp,Lysmata amboinensis,udang pelet,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Lysmata amboinensis ; Lysmata amboinensis fish ; ikan Udang pelet ; scarlet cleaner shrimp; common cleaner shrimp fish,50
Udang peppermint,peppermint shrimp,Lysmata wurdemanni,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Lysmata wurdemanni ; Lysmata wurdemanni fish ; ikan Udang peppermint ; peppermint shrimp fish,50
Udang pistol,randall's snapping shrimp; randall's pistol shrimp,Alpheus randalli,udang pistol,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Alpheus randalli ; Alpheus randalli fish ; ikan Udang pistol ; randall's snapping shrimp; randall's pistol shrimp fish,50
Udang pistol biasa,fine-striped shrimp;  the blind partner crab,Alpheus ochrostriatus,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Alpheus ochrostriatus ; Alpheus ochrostriatus fish ; ikan Udang pistol biasa ; fine-striped shrimp;  the blind partner crab fish,50
Udang punuk unta,camel shrimp; camelback shrimp; dancing shrimp,Rhynchocinetes uritai,udang penari; udang paruh engsel; udang bungkuk; dan udang permen,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Rhynchocinetes uritai ; Rhynchocinetes uritai fish ; ikan Udang punuk unta ; camel shrimp; camelback shrimp; dancing shrimp fish,50
Udang purple legged marble,purple legged marble shrimp,Saron rectirostris,,Udang,LAUT,NON KONSUMSI,HIAS,TIDAK,LOW,Saron rectirostris ; Saron rectirostris fish ; ikan Udang purple legged marble ; purple legged marble shrimp fish,50
Udang putih,indian white prawn; white prawn; banana prawn; indian banana,Penaeus indicus,udang kelong,Udang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Penaeus indicus ; Penaeus indicus fish ; ikan Udang putih ; indian white prawn; white prawn; banana prawn; indian banana fish,50
